Título,Endereço,Metro_m2,N_Quartos,N_Banheiros,N_Garagens,Valor_Mensal
"Apartamento com  Quarto para Aluguel, 66m²","Rua Doutor Guilherme da Silva, 172 - Cambuí, Campinas - SP",66,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 850
                      /Mês"
"Casa com 2 Quartos para Aluguel, 100m²","Jardim Nova Europa, Campinas - SP",100,"2
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 2.500
                      /Mês"
"Apartamento com  Quarto para Aluguel, 57m²","Rua Doutor Sampaio Peixoto, 331 - Cambuí, Campinas - SP",57,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 3.500
                      /Mês"
"Sala/Conjunto com 2 Quartos para Aluguel, 254m²","Rua José Pires Neto, 314 - Cambuí, Campinas - SP",254,"2
              

                Quartos","2
              

                Banheiros","7
                

                  Vagas","R$ 21.600
                      /Mês"
Lote/Terreno    para Venda/Aluguel 1290m²,"Avenida Iguatemi, 626 - Vila Brandina, Campinas - SP",1290,"--
              

                Quarto","--
              

                Banheiro","--
                

                  Vaga","R$ 13.000
                      /Mês


                    R$ 4.500.000"
"Prédio/Edificio inteiro com 6 Quartos para Aluguel, 540m²","Rua Tenente Gonçalves Meira, 146 - Bosque, Campinas - SP",540,"6
              

                Quartos","4
              

                Banheiros","2
                

                  Vagas","R$ 5.200
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 92m²","Rua Latino Coelho, 1301 - Parque Taquaral, Campinas - SP",92,"2
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 1.200
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 53m²","Avenida Washington Luís, 4370 - Vila Marieta, Campinas - SP",53,"3
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.250
                      /Mês"
"Apartamento com  Quarto para Aluguel, 70m²","Rua Doutor José Teodoro de Lima, 66 - Cambuí, Campinas - SP",70,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 4.100
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 42m²","Rua Alecrins, 914 - Cambuí, Campinas - SP",42,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 2.400
                      /Mês"
"Casa com  Quarto para Aluguel, 23m²","Bonfim, Campinas - SP",23,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 780
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 483m²,"Estrada Municipal Adelina Segantini Cerqueira Leite, 1000 - Loteamento Mont Blanc Residence, Campinas - SP",483,"4
              

                Quartos","7
              

                Banheiros","4
                

                  Vagas","R$ 19.000
                      /Mês


                    R$ 2.900.000"
Casa com 8 Quartos para Venda/Aluguel 600m²,"Avenida Doutor Heitor Penteado, 1785 - Parque Taquaral, Campinas - SP",600,"8
              

                Quartos","5
              

                Banheiros","2
                

                  Vagas","R$ 15.000
                      /Mês


                    R$ 4.500.000"
"Casa de condomínio com 3 Quartos para Aluguel, 320m²","Avenida Dermival Bernardes Siqueira, 2904 - Swiss Park, Campinas - SP",320,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 12.000
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 416m²","Centro, Campinas - SP",416,"1
              

                Quarto","10
              

                Banheiros","6
                

                  Vagas","R$ 17.889
                      /Mês"
"Casa com 3 Quartos para Aluguel, 238m²","Rua Professor Jorge Hennings - Jardim Chapadão, Campinas - SP",238,"3
              

                Quartos","2
              

                Banheiros","3
                

                  Vagas","R$ 3.000
                      /Mês"
Cobertura com 3 Quartos para Venda/Aluguel 450m²,"Rua Doutor Emílio Ribas - Cambuí, Campinas - SP",450,"3
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 10.000
                      /Mês


                    R$ 3.880.000"
"Galpão/Depósito/Armazém    para Aluguel, 60m²","Jardim do Lago, Campinas - SP",60,"--
              

                Quarto","1
              

                Banheiro","2
                

                  Vagas","R$ 2.500
                      /Mês"
Apartamento com 2 Quartos para Venda/Aluguel 66m²,"Rua Doutor Sylvio Carvalhaes, 151 - Jardim Ipiranga, Campinas - SP",66,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 650
                      /Mês


                    R$ 195.000"
"Ponto comercial/Loja/Box    para Aluguel, 50m²","Rua Barão de Jaguara, 707 - Centro, Campinas - SP",50,"--
              

                Quarto","--
              

                Banheiro","--
                

                  Vaga","R$ 2.200
                      /Mês"
"Casa com 2 Quartos para Aluguel, 50m²","Jardim Novo Campos Elíseos, Campinas - SP",50,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.500
                      /Mês"
Chácara com 3 Quartos para Venda/Aluguel 135m²,"Bosque das Palmeiras, Campinas - SP",135,"3
              

                Quartos","1
              

                Banheiro","7
                

                  Vagas","R$ 4.180
                      /Mês


                    R$ 694.900"
"Apartamento com  Quarto para Aluguel, 50m²","Rua Luzitana - Centro, Campinas - SP",50,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 750
                      /Mês"
"Sala/Conjunto    para Aluguel, 30m²","Rua Barão de Jaguara, 655 - Centro, Campinas - SP",30,"--
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 600
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 42m²","Vila Marieta, Campinas - SP",42,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 900
                      /Mês"
Apartamento com 3 Quartos para Venda/Aluguel 161m²,"Mansões Santo Antônio, Campinas - SP",161,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 5.000
                      /Mês


                    R$ 1.200.000"
Sala/Conjunto    para Venda/Aluguel 44m²,"Jardim Campos Elíseos, Campinas - SP",44,"--
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 600
                      /Mês


                    R$ 160.000"
"Casa de condomínio com 3 Quartos para Aluguel, 280m²","Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",280,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 10.500
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 225m²,"Rua das Palmas, 350 - Alphaville Dom Pedro, Campinas - SP",225,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 15.000
                      /Mês


                    R$ 2.300.000"
"Sala/Conjunto com 3 Quartos para Aluguel, 74m²","Cidade Universitária, Campinas - SP",74,"3
              

                Quartos","1
              

                Banheiro","--
                

                  Vaga","R$ 7.000
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 454m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",454,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 13.000
                      /Mês


                    R$ 2.100.000"
Casa de condomínio com 4 Quartos para Venda/Aluguel 320m²,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",320,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 13.000
                      /Mês


                    R$ 2.390.000"
"Apartamento com  Quarto para Aluguel, 57m²","Rua Barreto Leme, 1998 - Cambuí, Campinas - SP",57,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 3.800
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Santo Antônio, 338 - Cambuí, Campinas - SP",100,"3
              

                Quartos","4
              

                Banheiros","2
                

                  Vagas","R$ 4.600
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 454m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",454,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 13.000
                      /Mês


                    R$ 2.100.000"
"Galpão/Depósito/Armazém    para Aluguel, 156m²","Rua Ernesto Alves Filho - Jardim Campos Elíseos, Campinas - SP",156,"--
              

                Quarto","2
              

                Banheiros","--
                

                  Vaga","R$ 2.800
                      /Mês"
"Imóvel comercial com 7 Quartos para Aluguel, 450m²","Nova Campinas, Campinas - SP",450,"7
              

                Quartos","11
              

                Banheiros","--
                

                  Vaga","R$ 26.000
                      /Mês"
"Casa com 3 Quartos para Aluguel, 156m²","Jardim Santana, Campinas - SP",156,"3
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 2.700
                      /Mês"
"Apartamento com  Quarto para Aluguel, 74m²","Centro, Campinas - SP",74,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 700
                      /Mês

Preço abaixo do mercado"
"Apartamento com 3 Quartos para Aluguel, 105m²","Avenida Maria Emília Alves dos Santos de Ângelis, 121 - Parque Prado, Campinas - SP",105,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 2.800
                      /Mês"
"Casa com 2 Quartos para Aluguel, 124m²","Jardim Nossa Senhora Auxiliadora, Campinas - SP",124,"2
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 2.790
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 84m²","Barão Geraldo, Campinas - SP",84,"2
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 2.800
                      /Mês"
"Prédio/Edificio inteiro    para Aluguel, 1105m²","Jardim Chapadão, Campinas - SP",1105,"--
              

                Quarto","8
              

                Banheiros","12
                

                  Vagas","R$ 30.000
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 454m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",454,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 13.000
                      /Mês


                    R$ 2.100.000"
"Galpão/Depósito/Armazém    para Aluguel, 2182m²","Avenida Pierre Simon de Laplace, 901 - Techno Park, Campinas - SP",2182,"--
              

                Quarto","--
              

                Banheiro","--
                

                  Vaga","R$ 43.207
                      /Mês"
Cobertura com 3 Quartos para Venda/Aluguel 248m²,"Rua Ataliba Camargo de Andrade, 172 - Cambuí, Campinas - SP",248,"3
              

                Quartos","5
              

                Banheiros","5
                

                  Vagas","R$ 17.000
                      /Mês


                    R$ 2.795.000"
"Galpão/Depósito/Armazém    para Aluguel, 390m²","Botafogo, Campinas - SP",390,"--
              

                Quarto","4
              

                Banheiros","4
                

                  Vagas","R$ 9.000
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 812m²","Cambuí, Campinas - SP",812,"1
              

                Quarto","8
              

                Banheiros","25
                

                  Vagas","R$ 100
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 128m²","Cambuí, Campinas - SP",128,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 2.450
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 200m²,"Loteamento Santa Ana do Atibaia Sousas, Campinas - SP",200,"3
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 9.000
                      /Mês


                    R$ 1.700.000"
"Ponto comercial/Loja/Box com  Quarto para Aluguel, 50m²","Rua Irmã Serafina, 863 - Centro, Campinas - SP",50,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 580
                      /Mês"
"Galpão/Depósito/Armazém    para Aluguel, 675m²","Avenida da Saudade, 1231 - Ponte Preta, Campinas - SP",675,"--
              

                Quarto","--
              

                Banheiro","10
                

                  Vagas","R$ 7.500
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 58m²","Rua Doutor José Inocêncio de Campos, 153 - Cambuí, Campinas - SP",58,"1
              

                Quarto","3
              

                Banheiros","1
                

                  Vaga","R$ 2.000
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 490m²,"Rua Mirta Coluccini Porto, 1395 - Fazenda Santa Cândida, Campinas - SP",490,"3
              

                Quartos","7
              

                Banheiros","6
                

                  Vagas","R$ 14.000
                      /Mês


                    R$ 3.000.000"
"Casa com 3 Quartos para Aluguel, 70m²","Centro, Campinas - SP",70,"3
              

                Quartos","1
              

                Banheiro","--
                

                  Vaga","R$ 1.000
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 10m²","Avenida Orosimbo Maia, 1516 - Cambuí, Campinas - SP",10,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 850
                      /Mês"
"Ponto comercial/Loja/Box    para Aluguel, 86m²","Rua Treze de Maio - Centro, Campinas - SP",86,"--
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 6.500
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 812m²","Cambuí, Campinas - SP",812,"1
              

                Quarto","8
              

                Banheiros","25
                

                  Vagas","R$ 100
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 128m²","Cambuí, Campinas - SP",128,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 2.450
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 200m²,"Loteamento Santa Ana do Atibaia Sousas, Campinas - SP",200,"3
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 9.000
                      /Mês


                    R$ 1.700.000"
"Ponto comercial/Loja/Box com  Quarto para Aluguel, 50m²","Rua Irmã Serafina, 863 - Centro, Campinas - SP",50,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 580
                      /Mês"
"Galpão/Depósito/Armazém    para Aluguel, 675m²","Avenida da Saudade, 1231 - Ponte Preta, Campinas - SP",675,"--
              

                Quarto","--
              

                Banheiro","10
                

                  Vagas","R$ 7.500
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 58m²","Rua Doutor José Inocêncio de Campos, 153 - Cambuí, Campinas - SP",58,"1
              

                Quarto","3
              

                Banheiros","1
                

                  Vaga","R$ 2.000
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 490m²,"Rua Mirta Coluccini Porto, 1395 - Fazenda Santa Cândida, Campinas - SP",490,"3
              

                Quartos","7
              

                Banheiros","6
                

                  Vagas","R$ 14.000
                      /Mês


                    R$ 3.000.000"
"Casa com 3 Quartos para Aluguel, 70m²","Centro, Campinas - SP",70,"3
              

                Quartos","1
              

                Banheiro","--
                

                  Vaga","R$ 1.000
                      /Mês"
"Sala/Conjunto com  Quarto para Aluguel, 10m²","Avenida Orosimbo Maia, 1516 - Cambuí, Campinas - SP",10,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 850
                      /Mês"
"Ponto comercial/Loja/Box    para Aluguel, 86m²","Rua Treze de Maio - Centro, Campinas - SP",86,"--
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 6.500
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 340m²,"Loteamento Arboreto dos Jequitibás, Campinas - SP",340,"3
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 8.000
                      /Mês


                    R$ 2.197.000"
"Prédio/Edificio inteiro    para Aluguel, 76m²","Vila Marieta, Campinas - SP",76,"--
              

                Quarto","2
              

                Banheiros","2
                

                  Vagas","R$ 1.600
                      /Mês"
"Casa com 7 Quartos para Aluguel, 600m²","Rua Doutor Emílio Ribas, 675 - Cambuí, Campinas - SP",600,"7
              

                Quartos","4
              

                Banheiros","12
                

                  Vagas","R$ 25.000
                      /Mês"
"Apartamento com  Quarto para Aluguel, 42m²","Rua Álvaro Muller, 135 - Vila Itapura, Campinas - SP",42,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 2.400
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 700m²,"Rua Saturno - Residencial Parque Rio das Pedras, Campinas - SP",700,"4
              

                Quartos","7
              

                Banheiros","4
                

                  Vagas","R$ 15.000
                      /Mês


                    R$ 4.500.000"
"Galpão/Depósito/Armazém    para Aluguel, 2365m²","Rua Professor Adalberto Nascimento, 1095 - São Bernardo, Campinas - SP",2365,"--
              

                Quarto","--
              

                Banheiro","30
                

                  Vagas","R$ 50.000
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 400m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",400,"4
              

                Quartos","6
              

                Banheiros","6
                

                  Vagas","R$ 35.000
                      /Mês


                    R$ 6.500.000"
Casa de condomínio com 4 Quartos para Venda/Aluguel 425m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",425,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 15.000
                      /Mês


                    R$ 3.500.000"
"Casa com 3 Quartos para Aluguel, 150m²","Jardim Independência, Campinas - SP",150,"3
              

                Quartos","1
              

                Banheiro","4
                

                  Vagas","R$ 2.500
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 65m²","Avenida das Andorinhas, 525 - Jardim Andorinhas, Campinas - SP",65,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.650
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 61m²","Vila João Jorge, Campinas - SP",61,"2
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 1.800
                      /Mês"
"Sala/Conjunto com 4 Quartos para Aluguel, 80m²","Cambuí, Campinas - SP",80,"4
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 4.950
                      /Mês"
Apartamento com 3 Quartos para Venda/Aluguel 197m²,"Cambuí, Campinas - SP",197,"3
              

                Quartos","5
              

                Banheiros","3
                

                  Vagas","R$ 4.500
                      /Mês


                    R$ 1.650.000"
"Apartamento com  Quarto para Aluguel, 48m²","Rua Advogado Luíz Gama, 852 - Bonfim, Campinas - SP",48,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.550
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 425m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",425,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 15.000
                      /Mês


                    R$ 3.500.000"
"Apartamento com 2 Quartos para Aluguel, 47m²","Avenida João Batista Morato do Canto, 1441 - Vila Industrial, Campinas - SP",47,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.750
                      /Mês"
"Apartamento com  Quarto para Aluguel, 25m²","Cidade Universitária, Campinas - SP",25,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 1.300
                      /Mês"
"Sala/Conjunto    para Aluguel, 65m²","Centro, Campinas - SP",65,"--
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 750
                      /Mês"
"Apartamento com 2 Quartos para Aluguel, 45m²","Avenida São José dos Campos, 3175 - Loteamento Parque São Martinho, Campinas - SP",45,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.000
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 258m²,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",258,"4
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 9.000
                      /Mês


                    R$ 1.750.000"
"Lote/Terreno    para Aluguel, 1100m²","Rua Guilherme de Almeida, 35 - Jardim Conceição, Campinas - SP",1100,"--
              

                Quarto","--
              

                Banheiro","--
                

                  Vaga","R$ 3.500
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 400m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",400,"4
              

                Quartos","6
              

                Banheiros","6
                

                  Vagas","R$ 35.000
                      /Mês


                    R$ 6.500.000"
"Ponto comercial/Loja/Box    para Aluguel, 418m²","Avenida Monte Castelo, 570 - Jardim Proença, Campinas - SP",418,"--
              

                Quarto","4
              

                Banheiros","8
                

                  Vagas","R$ 15.000
                      /Mês"
"Apartamento com  Quarto para Aluguel, 50m²","Botafogo, Campinas - SP",50,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.500
                      /Mês"
"Prédio/Edificio inteiro com 3 Quartos para Aluguel, 1050m²","Rua Doutor Sales de Oliveira, 1611 - Vila Industrial, Campinas - SP",1050,"3
              

                Quartos","3
              

                Banheiros","--
                

                  Vaga","R$ 34.250
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 351m²,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",351,"3
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 16.500
                      /Mês


                    R$ 2.800.000"
Casa de condomínio com 4 Quartos para Venda/Aluguel 258m²,"Rua Lazaro Marchete, 34 - Swiss Park, Campinas - SP",258,"4
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 9.000
                      /Mês


                    R$ 1.750.000"
"Sala/Conjunto    para Aluguel, 264m²","Rua Sacramento, 1072 - Vila Itapura, Campinas - SP",264,"--
              

                Quarto","3
              

                Banheiros","4
                

                  Vagas","R$ 7.000
                      /Mês"
"Casa de condomínio com 3 Quartos para Aluguel, 250m²","Rua Engenheiro Alexandre de Almeida Cavaleri, 160 - Bairro das Palmeiras, Campinas - SP",250,"3
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 5.500
                      /Mês

Preço abaixo do mercado"
Apartamento com 2 Quartos para Venda/Aluguel 43m²,"Rua Emerson da Silva Berton, 411 - Jardim Do Lago Continuacao, Campinas - SP",43,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 700
                      /Mês


                    R$ 200.000"
Casa de condomínio com 3 Quartos para Venda/Aluguel 440m²,"Avenida Araçá - Loteamento Alphaville Campinas, Campinas - SP",440,"3
              

                Quartos","6
              

                Banheiros","10
                

                  Vagas","R$ 20.000
                      /Mês


                    R$ 4.000.000"
"Apartamento com 2 Quartos para Aluguel, 131m²","Avenida Doutor José Bonifácio Coutinho Nogueira, 225 - Jardim Madalena, Campinas - SP",131,"2
              

                Quartos","5
              

                Banheiros","3
                

                  Vagas","R$ 7.200
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 279m²,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",279,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 14.000
                      /Mês


                    R$ 2.200.000"
Apartamento com 3 Quartos para Venda/Aluguel 92m²,"Avenida Brunoro de Gasperi, 256 - Parque Prado, Campinas - SP",92,"3
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 3.600
                      /Mês


                    R$ 670.000"
"Sala/Conjunto com  Quarto para Aluguel, 375m²","Avenida Marechal Rondon, 700 - Jardim Chapadão, Campinas - SP",375,"1
              

                Quarto","6
              

                Banheiros","6
                

                  Vagas","R$ 20.000
                      /Mês"
Apartamento com 3 Quartos para Venda/Aluguel 72m²,"Rua São Miguel Arcanjo, 1730 - Parque Prado, Campinas - SP",72,"3
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 1.950
                      /Mês


                    R$ 485.000"
"Sala/Conjunto com 2 Quartos para Aluguel, 132m²","Rua Tiradentes, 289 - Vila Itapura, Campinas - SP",132,"2
              

                Quartos","2
              

                Banheiros","3
                

                  Vagas","R$ 4.200
                      /Mês"
Prédio/Edificio inteiro com 7 Quartos para Venda/Aluguel 4342m²,"Avenida Francisco José de Camargo Andrade, 720 - Jardim Chapadão, Campinas - SP",4342,"7
              

                Quartos","12
              

                Banheiros","30
                

                  Vagas","R$ 100.000
                      /Mês


                    R$ 28.000.000"
"Casa com  Quarto para Aluguel, 50m²","Vila Padre Manoel de Nóbrega, Campinas - SP",50,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 707
                      /Mês

Preço abaixo do mercado"
Casa com 19 Quartos para Venda/Aluguel 920m²,"Rua Siqueira Campos, 99 - Sousas, Campinas - SP",920,"19
              

                Quartos","7
              

                Banheiros","30
                

                  Vagas","R$ 17.500
                      /Mês


                    R$ 2.500.000"
"Galpão/Depósito/Armazém    para Aluguel, 60m²","Jardim Myrian Moreira da Costa, Campinas - SP",60,"--
              

                Quarto","2
              

                Banheiros","--
                

                  Vaga","R$ 2.030
                      /Mês"
Casa de condomínio com 3 Quartos para Venda/Aluguel 350m²,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",350,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 10.500
                      /Mês


                    R$ 2.200.000"
"Casa com 3 Quartos para Aluguel, 150m²","Jardim Bela Vista, Campinas - SP",150,"3
              

                Quartos","2
              

                Banheiros","4
                

                  Vagas","R$ 2.700
                      /Mês"
Apartamento com 2 Quartos para Venda/Aluguel 68m²,"Vila Itapura, Campinas - SP",68,"2
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 1.400
                      /Mês


                    R$ 350.000"
"Casa com 3 Quartos para Aluguel, 212m²","Rua Geraldo Cândido da Silva, 121 - Parque Jambeiro, Campinas - SP",212,"3
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 3.200
                      /Mês"
"Apartamento com 3 Quartos para Aluguel, 105m²","Avenida Maria Emília Alves dos Santos de Ângelis, 121 - Parque Prado, Campinas - SP",105,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 2.800
                      /Mês"
"Casa de condomínio com 3 Quartos para Aluguel, 274m²","Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",274,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 11.000
                      /Mês"
"Casa de condomínio com 3 Quartos para Aluguel, 84m²","Rua José Carvalho de Miranda, 1100 - Parque Beatriz, Campinas - SP",84,"3
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 1.800
                      /Mês"
Apartamento com  Quarto para Venda/Aluguel 42m²,"Travessa São Vicente de Paula, 71 - Centro, Campinas - SP",42,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 600
                      /Mês


                    R$ 140.000"
Apartamento com 2 Quartos para Venda/Aluguel 44m²,"Rua Monsenhor Antônio Mariano da Silva Camargo, 331 - Jardim Carlos Lourenço, Campinas - SP",44,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.400
                      /Mês


                    R$ 220.000"
"Apartamento com 2 Quartos para Aluguel, 59m²","Rua Martinho Calsavara, 192 - Swift, Campinas - SP",59,"2
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 1.800
                      /Mês"
"Sala/Conjunto    para Aluguel, 32m²","Rua Oriente - Chácara da Barra, Campinas - SP",32,"--
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.500
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 365m²,"Vila dos Plátanos, Campinas - SP",365,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 12.000
                      /Mês


                    R$ 2.800.000"
Casa de condomínio com 3 Quartos para Venda/Aluguel 216m²,"Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",216,"3
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 13.000
                      /Mês


                    R$ 1.900.000"
Casa de condomínio com 3 Quartos para Venda/Aluguel 200m²,"Rua Mata dos Pinhais, 61 - Bosque de Barão Geraldo, Campinas - SP",200,"3
              

                Quartos","3
              

                Banheiros","3
                

                  Vagas","R$ 4.000
                      /Mês


                    R$ 780.000"
"Casa com  Quarto para Aluguel, 35m²","Jardim Nilópolis, Campinas - SP",35,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 800
                      /Mês"
Apartamento com 2 Quartos para Venda/Aluguel 60m²,"Loteamento Country Ville, Campinas - SP",60,"2
              

                Quartos","1
              

                Banheiro","--
                

                  Vaga","R$ 1.100
                      /Mês


                    R$ 250.000"
